itemid,label,fluid,category
229647,Stroke NCP - Problem,,Care Plans
228895,Impaired Fluid Balance NCP - Goal,,Care Plans
228947,Infection NCP - Interventions,,Care Plans
229115,Sensory disturbance NCP - Problem resolved,,Care Plans
228939,Post-op Care NCP - Outcomes met,,Care Plans
229093,Altered Skin Integrity NCP - Problem resolved,,Care Plans
229370,Acuity Workload Question 2,,Care Plans
229644,Stroke NCP - Expected outcomes,,Care Plans
228911,Altered Skin Integrity NCP - Expected outcomes,,Care Plans
228924,Impaired Tissue Perfusion NCP - Expected outcomes,,Care Plans
228953,Coping/Knowledge Deficit  NCP - Expected outcomes,,Care Plans
228959,Coping/Knowledge Deficit  NCP - outcomes met,,Care Plans
228983,Safety Restraints NCP - Expected outcomes,,Care Plans
229096,Discharge NCP - Plan revised,,Care Plans
229092,Altered Skin Integrity NCP - Plan revised,,Care Plans
229337,Domestic Violence NCP - Expected outcomes,,Care Plans
228962,Nutrition  NCP - Expected outcomes,,Care Plans
229150,Palliative Care NCP - Expected outcomes,,Care Plans
228990,Safety Restraints NCP - Outcomes met,,Care Plans
228995,Discharge NCP - Goal,,Care Plans
229103,Infection NCP - Problem resolved,,Care Plans
228889,Pain NCP - Outcomes met,,Care Plans
229099,Impaired Fluid Balance NCP - Problem resolved,,Care Plans
229341,Domestic Violence NCP - outcomes met,,Care Plans
229979,COVID NCP - Plan revised,,Care Plans
228914,Altered Skin Integrity NCP - Interventions,,Care Plans
229140,Substance withdrawal NCP - Plan revised,,Care Plans
228930,Impaired Tissue Perfusion NCP - Outcomes met,,Care Plans
229098,Impaired Fluid Balance NCP - Plan revised,,Care Plans
229101,Impaired Tissue Perfusion NCP - Problem resolved,,Care Plans
229154,Palliative Care NCP - Plan revised,,Care Plans
228897,Impaired Fluid Balance NCP - Outcomes met,,Care Plans
228902,Altered Respiratory Status NCP - Expected outcomes,,Care Plans
229155,Palliative Care NCP - Problem resolved,,Care Plans
228886,Pain NCP - Goal,,Care Plans
229105,Nutrition  NCP - Problem resolved,,Care Plans
229656,Stroke NCP - Water Swallow Deferred,,Care Plans
229122,Elimination NCP - Problem resolved,,Care Plans
229334,Activity Intolerance  NCP - Problem resolved,,Care Plans
229650,Stroke NCP - Water Swallow,,Care Plans
228894,Impaired Fluid Balance NCP - Expected outcomes,,Care Plans
228937,Post-op Care NCP - Interventions,,Care Plans
229116,Sensory disturbance NCP - Plan revised,,Care Plans
228916,Altered Skin Integrity NCP - outcomes met,,Care Plans
229109,Post-op Care NCP - Problem resolved,,Care Plans
229003,Self harm NCP - Interventions,,Care Plans
229100,Impaired Tissue Perfusion NCP - Plan revised,,Care Plans
229106,Pain NCP - Plan revised,,Care Plans
229107,Pain NCP - Problem resolved,,Care Plans
229133,Elimination NCP - Expected outcomes,,Care Plans
229975,COVID NCP - Expected outcomes,,Care Plans
228926,Impaired Tissue Perfusion NCP - Goal,,Care Plans
228957,Coping/Knowledge Deficit  NCP - Interventions,,Care Plans
229090,Altered Respiratory Status NCP - Plan revised,,Care Plans
229350,Impaired Mobility NCP - Plan revised,,Care Plans
228949,Infection NCP - outcomes met,,Care Plans
228979,Altered Mental Status  NCP - outcomes met,,Care Plans
229094,Coping/Knowledge Deficit  NCP - Plan revised,,Care Plans
229786,Preoxygenation (Intubation),,Intubation
229787,Rigid Stylette (Intubation),,Intubation
222871,Mallampati classification (Intubation),,Intubation
226191,Barrier precautions in place (Intubation),,Intubation
225291,Indication (Intubation),,Intubation
225585,ETT Depth (Intubation),,Intubation
225593,Best Larynx View Obtained (Intubation),,Intubation
228065,Hand Cleansing prior to procedure (Intubation),,Intubation
225306,Number of Attempts (Intubation),,Intubation
226430,Complications (Intubation),,Intubation
226431,Verification of (Intubation),,Intubation
228066,Unable to complete Airway Assessment (Intubation),,Intubation
225296,Mandibular Prognatism (Intubation),,Intubation
230073,Documented in DC Summary (Intub),,Intubation
229784,Code Status (Intubation),,Intubation
225297,Teeth/Dentition (Intubation),,Intubation
228069,Tube Secured (Intubation),,Intubation
225271,Induction/Drugs/Doses (Intubation),,Intubation
225294,Mouth Opening (Intubation),,Intubation
226188,Timeout Performed by (Intubation),,Intubation
225298,Neck ROM (Intubation),,Intubation
225303,Mask Ventilation (Intubation),,Intubation
226432,Drugs (Intubation),,Intubation
225592,ETT Size (Intubation),,Intubation
228643,Barrier precautions in place (Intubation),,Intubation
225295,Thyromental Distance (Intubation),,Intubation
228067,Stylette (Intubation),,Intubation
228068,Bougie (Intubation),,Intubation
225590,Tracheal Confirmation (Intubation),,Intubation
225304,Blade / Equipment (Intubation),,Intubation
226189,Patient identified correctly by 2 means (Intubation),,Intubation
226429,ETT Type (Intubation),,Intubation
223819,Visual Disturbances,,Toxicology
224677,Tremor (CINA),,Toxicology
224673,Abdominal Changes: Observation,,Toxicology
223814,Auditory Disturbance,,Toxicology
223805,Nausea and Vomiting (CIWA),,Toxicology
229769,Pupil Size (COWS),,Toxicology
223810,Paroxysmal Sweats,,Toxicology
229774,Tremor (COWS),,Toxicology
224668,Sweating,,Toxicology
229773,Sweating (COWS),,Toxicology
229765,Anxiety/Irritability (COWS),,Toxicology
223817,Agitation,,Toxicology
223827,Ataxia,,Toxicology
229766,Bone/Joint Aches (COWS),,Toxicology
224667,Goose Flesh,,Toxicology
224670,Lacrimation,,Toxicology
223818,Tactile Disturbances,,Toxicology
229772,Runny Nose/Tearing (COWS),,Toxicology
223821,Orient/Clouding Sensory,,Toxicology
224672,Yawning,,Toxicology
229768,Gooseflesh Skin (COWS),,Toxicology
229771,Restlessness (COWS),,Toxicology
223806,Tremor (CIWA),,Toxicology
224674,Changes in Temperature,,Toxicology
224676,Nausea and Vomiting (CINA),,Toxicology
224669,Restlessness,,Toxicology
224671,Pupils,,Toxicology
229775,Yawning (COWS),,Toxicology
223829,Drowsiness,,Toxicology
223828,Slurred Speech,,Toxicology
223823,Insomnia,,Toxicology
224675,Muscle Aches,,Toxicology
223820,Headache,,Toxicology
229770,Resting Pulse Rate (COWS),,Toxicology
223811,Anxiety,,Toxicology
224666,Nasal Congestion,,Toxicology
229767,GI Upset (COWS),,Toxicology
223825,Sustained Nystagmus,,Toxicology
223824,Seizure,,Toxicology
224454,Traction/Immobile Location #4,,Treatments
227629,Shivering,,Treatments
224105,Warming Device,,Treatments
229604,Therapeutic Bed,,Treatments
224088,Pressure Reducing Device,,Treatments
225054,Anti Embolic Device Status,,Treatments
229638,Discharge Recommendations (AM-PAC),,Treatments
229742,Activity / Mobility (RN Daily Mobility Goal),,Treatments
225194,PT Splint Status #3,,Treatments
227771,Traction/Immobile #1,,Treatments
225196,PT Splint Status #4,,Treatments
224456,PT Splint Location #2,,Treatments
228344,"OCAT - Saliva secretions, Voice quality",,Treatments
229636,Test Performed (AM-PAC),,Treatments
224114,PT Splint Location #1,,Treatments
224090,Knee Immobilizer Status,,Treatments
224457,PT Splint Location #3,,Treatments
224093,Position,,Treatments
225176,Range of Motion Status,,Treatments
225180,PT Splint Status #1,,Treatments
229319,Activity / Mobility (JH-HLM),,Treatments
224451,Traction/Immobile #4,,Treatments
225050,Warming Device Status,,Treatments
227772,Traction/Immobile #2,,Treatments
229634,Daily Activity (AM-PAC),,Treatments
224092,Range of Motion Location,,Treatments
224453,Traction/Immobile Location #3,,Treatments
228346,OCAT - Teeth,,Treatments
224080,Head of Bed,,Treatments
225182,PT Splint Status #2,,Treatments
228867,Assist Device,,Treatments
229633,Basic Mobility (AM-PAC),,Treatments
224113,Traction/Immobile Location #1,,Treatments
224087,Therapeutic Bed,,Treatments
227636,Knee Location - CPM,,Treatments
229321,Activity / Mobility (JH-HLM),,Treatments
229686,Warming Device,,Treatments
224085,Assistance Device,,Treatments
224109,Cervical Collar Type,,Treatments
224106,Cooling Device,,Treatments
224452,Traction/Immobile Location #2,,Treatments
227774,Traction/Immobile #4,,Treatments
228393,Bath,,Treatments
228868,Assistance,,Treatments
224091,Continuous Pressure Machine Status,,Treatments
228345,OCAT - Swallow,,Treatments
224455,PT Splint Location #4,,Treatments
228306,Assistance Device,,Treatments
229637,Treatments (AM-PAC),,Treatments
228102,Enema administration,,Treatments
224450,Traction/Immobile #3,,Treatments
228318,Shivering Assessment,,Treatments
228343,OCAT - Lips Tongue Gums Palate,,Treatments
229858,Therapeutic Bed,,Treatments
224112,Traction/Immobile #1,,Treatments
225052,Cooling Device Status,,Treatments
227626,Seizure Pads,,Treatments
227773,Traction/Immobile #3,,Treatments
224086,Activity Tolerance,,Treatments
224089,Anti Embolic Device,,Treatments
224082,Turn,,Treatments
224084,Activity,,Treatments
229635,Applied Cognitive (AM-PAC),,Treatments
224110,Cervical Collar Status,,Treatments
224449,Traction/Immobile #2,,Treatments
225048,Knee Location - Immobilizer,,Treatments
224101,Chest PT R/L,,Treatments
226168,Oral Care,,Treatments
229601,Arm Immobilizer,,Treatments
229836,Low Speed Limit (VAD),,Durable VAD
229833,ZzWaveform Variability (VAD),,Durable VAD
229830,System controller in primary mode (VAD),,Durable VAD
229821,Device (VAD),,Durable VAD
229831,System power module and self test (VAD),,Durable VAD
229819,Backup Controller (VAD),,Durable VAD
229822,Driveline Lock Engaged (VAD),,Durable VAD
223836,Airway Type,,Respiratory
223867,Additional Settings,,Respiratory
224833,SBT Deferred,,Respiratory
225278,ETT Route,,Respiratory
224173,MDI #2 Drug,,Respiratory
224391,ETT Mark (location),,Respiratory
224829,Trach Tube Type,,Respiratory
223871,Physio,,Respiratory
224713,Circuit Changed,,Respiratory
226732,O2 Delivery Device(s),,Respiratory
227568,Airway Size (mm),,Respiratory
224831,Trach Tube Size (I.D.),,Respiratory
227517,Humidification,,Respiratory
224718,RR > 35 for > 5 min,,Respiratory
224721,HR > 140,,Respiratory
227578,BiPap Mask,,Respiratory
224865,Flow Sensitivity,,Respiratory
227567,Airway Location,,Respiratory
224176,MDI #3 Drug,,Respiratory
223849,Ventilator Mode,,Respiratory
224720,Arrythmia,,Respiratory
229245,Humidifier Water % Fill Level,,Respiratory
224712,Recruitment Mode,,Respiratory
224832,ETT Type,,Respiratory
223837,ETT Size (ID),,Respiratory
226814,Known difficult intubation,,Respiratory
223847,Passey Muir Valve in use,,Respiratory
227131,Cont. Neb Med Dose,,Respiratory
223870,Wean,,Respiratory
224715,SBT Started,,Respiratory
227570,Small Volume Neb Drug/Dose #1,,Respiratory
226815,Airway problems,,Respiratory
229314,Ventilator Mode (Hamilton),,Respiratory
227808,Heliox,,Respiratory
224680,Cuff Volume/units,,Respiratory
227134,ATC Tube #,,Respiratory
224170,MDI #1 Drug,,Respiratory
224372,Sputum Source,,Respiratory
224375,Cont Neb - Med,,Respiratory
224369,Sputum Consistency,,Respiratory
224392,ETT Position Change,,Respiratory
223838,ETT Location,,Respiratory
224719,SaO2 < 90% > 2 min,,Respiratory
224735,Flow Rate (variable/fixed),,Respiratory
225978,Slope,,Respiratory
224415,ETT Mark (cm),,Respiratory
225949,NIV Mask,,Respiratory
227577,BiPap Mode,,Respiratory
224370,Sputum Color,,Respiratory
224373,Sputum Amount,,Respiratory
224740,RSBI Deferred,,Respiratory
224830,Trach Tube Manufacturer,,Respiratory
223848,Ventilator Type,,Respiratory
224181,Small Volume Neb Drug #1,,Respiratory
229244,Humidifier Water Changed,,Respiratory
224717,SBT Successfully Completed,,Respiratory
224692,Flow Pattern,,Respiratory
224716,SBT Stopped,,Respiratory
224864,ZTrach Care,,Respiratory
227133,Small Volume Neb Drug #2,,Respiratory
223851,Rate,,Respiratory
223059,Intubation - Details,,Respiratory
227583,Autoset/CPAP,,Respiratory
223840,ETT Re-taped,,Respiratory
224723,Accessory Muscle Use,,Respiratory
228051,Hand cleansing prior to procedure (Bronch),,Bronchoscopy
228058,Transbronchial biopsy (Bronch),,Bronchoscopy
228425,Complications (MBAL),,Bronchoscopy
228441,Barrier precautions in place (MBAL),,Bronchoscopy
225513,Route (Bronch),,Bronchoscopy
225539,Timeout performed by (Bronch),,Bronchoscopy
225511,Indications (Bronch),,Bronchoscopy
229170,SpecrecPOE (MBAL),,Bronchoscopy
228438,Timeout performed by (MBAL),,Bronchoscopy
228440,Verification of (MBAL),,Bronchoscopy
228061,Photodynamic therapy PDT (Bronch),,Bronchoscopy
229164,SpecrecPOE (Bronch),,Bronchoscopy
229173,Specrectolabbyother (MBAL)old,,Bronchoscopy
228062,Autofluorescence AF (Bronch),,Bronchoscopy
228437,Hand cleansing prior to procedure (MBAL),,Bronchoscopy
228053,Topical Cetacaine used (Bronch),,Bronchoscopy
229162,Specrecbyhand (Bronch),,Bronchoscopy
229172,Specrectolabby (MBAL),,Bronchoscopy
225514,Type (Bronch),,Bronchoscopy
229166,Specrectolabby (Bronch),,Bronchoscopy
228056,Endobronchial ultrasound (EBUS) (Bronch),,Bronchoscopy
228439,Patient identified correctly (MBAL),,Bronchoscopy
229167,Specrectolabbyother (Bronch)_OLD_1,,Bronchoscopy
225538,Barrier precautions in place (Bronch),,Bronchoscopy
228052,Topical Lidocaine used (Bronch),,Bronchoscopy
228060,Conscious sedation used (Bronch),,Bronchoscopy
225541,Verification of (Bronch),,Bronchoscopy
228426,Complications - bleeding (MBAL),,Bronchoscopy
228434,Route (MBAL),,Bronchoscopy
229163,Specreclabeled (Bronch),,Bronchoscopy
225540,Patient identified correctly (Bronch),,Bronchoscopy
228427,Contraindications (MBAL),,Bronchoscopy
228642,Barrier precautions in place (Bronch),,Bronchoscopy
228057,Brushings (Bronch),,Bronchoscopy
229169,Specreclabeled (MBAL),,Bronchoscopy
230069,Documented in DC Summary (Bronch),,Bronchoscopy
225518,Services (Bronch),,Bronchoscopy
225510,Patient (Bronch),,Bronchoscopy
225516,Location (Bronch),,Bronchoscopy
225524,Complications (Bronch),,Bronchoscopy
228059,Transbronchial needle aspirate (Bronch),,Bronchoscopy
228430,Indications (MBAL),,Bronchoscopy
228055,Bronchoalveolar lavage (BAL) / washing (Bronch,,Bronchoscopy
229168,Specrecbyhand (MBAL),,Bronchoscopy
228429,Critical Proc Steps (MBAL),,Bronchoscopy
229239,FiO2 Challenge Result,,Hemodynamics
227806,ScvO2 (Presep) SQI,,Hemodynamics
229238,FiO2 Challenge,,Hemodynamics
227805,SvO2 SQI,,Hemodynamics
223901,GCS - Motor Response,,Neurological
223932,Neuro Drain #1 Drainage,,Neurological
224764,Neuro Drain Location,,Neurological
224756,Response,,Neurological
227984,Neuro Drain #2 Level,,Neurological
223902,Speech,,Neurological
223900,GCS - Verbal Response,,Neurological
223905,Cough Reflex,,Neurological
224380,Neuro Waveform Appearance,,Neurological
227591,Neuro Drain Landmark,,Neurological
228412,Strength R Arm,,Neurological
223911,Spontaneous Movement,,Neurological
228414,Speech,,Neurological
229385,Shoulder Shrug,,Neurological
229387,Cerebellar - Heel -> Shin,,Neurological
228406,Motor R Arm,,Neurological
228413,Seizure Activity,,Neurological
229386,Cerebellar - Finger -> Nose,,Neurological
220739,GCS - Eye Opening,,Neurological
223921,Neuro Symptoms,,Neurological
228395,Orientation to Place,,Neurological
228394,Orientation to Person,,Neurological
229381,Orientation,,Neurological
223925,Seizure Duration,,Neurological
223916,Response to Stimuli (Type),,Neurological
224730,Corneal Reflex Right,,Neurological
223907,Pupil Size Right,,Neurological
227986,Neuro Drain #2 Landmark,,Neurological
224733,Pupil Size Left,,Neurological
224765,Neuro Drain Head of Bed,,Neurological
223920,LL Strength/Movement,,Neurological
228415,Corneal Reflex Left,,Neurological
228411,Strength R Leg,,Neurological
223898,Orientation,,Neurological
223903,Communication,,Neurological
228410,Strength L Leg,,Neurological
223923,Seizure Activity,,Neurological
224762,LLE Sensation,,Neurological
228416,Corneal Reflex Right,,Neurological
224759,LUE Sensation,,Neurological
228405,Motor L Leg,,Neurological
229384,Tongue,,Neurological
227288,Pupil Response Left,,Neurological
227981,Neuro Drain #2 Type,,Neurological
228407,Motor R Leg,,Neurological
223754,Risk for Falls,,Neurological
227988,Pronator drift present,,Neurological
228398,Commands,,Neurological
228400,Visual Field Cut,,Neurological
223926,Neuro Drain #1 Type,,Neurological
223918,RL Strength/Movement,,Neurological
227985,Neuro Drain #1 Landmark,,Neurological
223910,Follows Commands,,Neurological
227122,Neuro Drain Landmark,,Neurological
228397,Commands Response,,Neurological
229383,Extraocular Movements,,Neurological
223930,Neuro Drain #1 Level,,Neurological
227121,Pupil Response Right,,Neurological
228396,Orientation to Time,,Neurological
228401,Pronator Drift,,Neurological
228402,Neurological Symptoms,,Neurological
223917,RU Strength/Movement,,Neurological
227983,Neuro Drain #2 Drainage,,Neurological
228404,Motor L Arm,,Neurological
226105,Behavior,,Neurological
223931,Neuro Drain #1 Status,,Neurological
224758,RUE Sensation,,Neurological
227982,Neuro Drain #2 Status,,Neurological
223924,RLE Sensation,,Neurological
224731,Corneal Reflex Left,,Neurological
228399,Facial Droop,,Neurological
228409,Strength L Arm,,Neurological
223904,Gag Reflex,,Neurological
223919,LU Strength/Movement,,Neurological
226104,Level of Consciousness,,Neurological
225498,Timeout performed by (PACEN),,Paracentesis
225260,Entry site (PACEN),,Paracentesis
228082,Site cleaned with ChloraPrep (PACEN),,Paracentesis
229175,Specreclabeled (PACEN),,Paracentesis
226439,Complications (PACEN),,Paracentesis
229176,SpecrecPOE (PACEN),,Paracentesis
225254,Indication (PACEN),,Paracentesis
225499,Patient identified correctly by 2 means (PACEN),,Paracentesis
228081,Hand cleansing prior to procedure (PACEN),,Paracentesis
230076,Documented on DC Summary (Para),,Paracentesis
225255,Ultrasound (PACEN),,Paracentesis
226010,Number of operators (PACEN),,Paracentesis
228080,Insertion kit used (PACEN),,Paracentesis
228645,Barrier precautions in place (PACEN),,Paracentesis
229174,Specrecbyhand (PACEN),,Paracentesis
225500,Verification of (PACEN),,Paracentesis
225506,Barrier precautions in place (PACEN),,Paracentesis
228084,Dressing applied and dated (PACEN),,Paracentesis
225262,Fluid removed description (PACEN),,Paracentesis
229178,Specrectolabby (PACEN),,Paracentesis
229179,Specrectolabbyother (PACEN)_OLD_1,,Paracentesis
230032,Flow Sensor repositioned (Tandem),,Tandem Heart
228194,Peripheral Pulses (Tandem Heart),,Tandem Heart
228199,Type (Tandem Heart),,Tandem Heart
229611,Ultrasound Images uploaded (CVL),,CVL Insertion
228033,Site cleaned with ChloraPrep(TM) (CVL),,CVL Insertion
229612,Ultrasound Images interpreted (CVL),,CVL Insertion
229503,Trendelenburg position during insertion (CVL),,CVL Insertion
225578,Indications (CVL),,CVL Insertion
224337,Insertion site (CVL),,CVL Insertion
224629,Number of operators (CVL),,CVL Insertion
228030,Is alternative vascular access present (CVL),,CVL Insertion
228032,Hand cleansing prior to procedure (CVL),,CVL Insertion
224349,Verification of (CVL),,CVL Insertion
228035,Transparent dressing applied and dated (CVL),,CVL Insertion
224468,Ultrasound (CVL),,CVL Insertion
229608,Ultrasound Images probe covered (CVL),,CVL Insertion
224345,Barrier precautions in place (CVL),,CVL Insertion
228031,Insertion kit used (CVL),,CVL Insertion
224339,Guidewire exchange (CVL),,CVL Insertion
228036,Central Line ordered on POE,,CVL Insertion
228034,Sterile field maintained throughout procedure (CVL),,CVL Insertion
228037,Follow-up chest X-RAY ordered (CVL),,CVL Insertion
224336,Type of catheter (CVL),,CVL Insertion
229605,Manometry,,CVL Insertion
224347,Timeout performed by (CVL),,CVL Insertion
224348,Patient identified correctly (CVL),,CVL Insertion
225581,Location (CVL),,CVL Insertion
229606,Manometry Method,,CVL Insertion
228038,Immediate complications (CVL),,CVL Insertion
230071,Documented in DC Summary (CVL),,CVL Insertion
